BIBTEXKEY,DATE,TITLE,AUTHOR,JOURNALTITLE,BOOKTITLE,CATEGORY,DOI,EDITOR,PUBLISHER
AndrewHiggins2014-ANDICI-2,2014,Interdisciplinary Collaboration in Philosophy,"Higgins, Alexis Dyschkant Andrew",Metaphilosophy,NA,ARTICLE,10.1111/meta.12091,,Wiley-Blackwell
Bjornsson2014-BJRIAQ,2014,"Incompatibilism and ""Bypassed"" Agency","Björnsson, Gunnar",NA,"Surrounding Free Will: Philosophy, Psychology, Neuroscience",INCOLLECTION,NA,,Oup Usa
Arvan2013-ARVGFA,2013,Groundwork for a New Moral Epistemology,"Arvan, Marcus",Klesis,NA,ARTICLE,NA,,NA
Knobe2014-KNOEMA,2014,Epistemic Modals and Context: Experimental Data,"Knobe, Joshua, Yalcin, Seth",Semantics and Pragmatics,NA,ARTICLE,NA,,NA
Heiphetz2014-HEIASC-2,2014,A Social Cognitive Developmental Perspective on Moral Judgment,"Heiphetz, Larisa, Young, Liane",Behaviour,NA,ARTICLE,NA,,NA
Fischer2014-FISVFA,2014,Verbal Fallacies and Philosophical Intuitions: The Continuing Relevance of Ordinary Language Analysis,"Fischer, Eugen",NA,Austin on Language,INCOLLECTION,NA,,Palgrave-Macmillan
Cappelen2014-CAPRTB-3,2014,"Reply to Boghossian, Brogaard and Richard","Cappelen, Herman",Analytic Philosophy,NA,ARTICLE,10.1111/phib.12052,,NA
Rigoni2014-RIGFIT,2014,From Intentions to Neurons: Social and Neural Consequences of Disbelieving in Free Will,"Rigoni, Davide, Brass, Marcel",Topoi,NA,ARTICLE,10.1007/s11245-013-9210-y,,Springer Verlag
Kahane2013-KAHTAA-2,2013,The Armchair and the Trolley: An Argument for Experimental Ethics,"Kahane, Guy",Philosophical Studies,NA,ARTICLE,10.1007/s11098-011-9775-5,,Springer Verlag
Arico2013-ARILDL,2013,"Lies, Damned Lies, and Statistics: An Empirical Investigation of the Concept of Lying","Arico, Adam J., Fallis, Don",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.725977,,NA
Lazaridou-Chatzigoga2015-LAZGIE,2015,Genericity is Easy? Formal and Experimental Perspectives,"Lazaridou{-}Chatzigoga, Dimitra, Katsos, Napoleon, Stockall, Linnaea",Ratio,NA,ARTICLE,10.1111/rati.12116,,NA
Sousa2015-SOUTEN,2015,The Evaluative Nature of the Folk Concepts of Weakness and Strength of Will,"Sousa, Paulo, Mauro, Carlos",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.843057,,Taylor \& Francis
Fischer2015-FISMTM-2,2015,Mind the Metaphor! A Systematic Fallacy in Analogical Reasoning,"Fischer, Eugen",Analysis,NA,ARTICLE,10.1093/analys/anu124,,NA
Wagner2014-WAGETK,2014,Explaining the Knobe Effect,"Wagner, Verena",NA,Experimental Ethics: Toward an Empirical Moral Philosophy,INCOLLECTION,NA,,Palgrave-Macmillan
Hansen2013-HANASO-3,2013,A Slugfest of Intuitions: Contextualism and Experimental Design,"Hansen, Nat",Synthese,NA,ARTICLE,10.1007/s11229-013-0261-9,,Springer
Lombrozo2014-LOMOSI,2014,"Oxford Studies in Experimental Philosophy, Volume 1",NA,NA,NA,BOOK,NA,,Oxford University Press UK
Corradini2014-COREEA-3,2014,"Experimental Ethics ? a Critical Analysis, In: C. Lumer (Ed.) Morality in Times of Naturalising the Mind","Corradini, Antonella",NA,"Experimental Ethics ? A Critical Analysis, in: C. Lumer (Ed.) Morality in Times of Naturalising the Mind",INCOLLECTION,NA,,NA
Thurow2013-THUTIC,2013,"The Implicit Conception and Intuition Theory of the a Priori, with Implications for Experimental Philosophy","Thurow, Joshua C.",NA,The a Priori in Philosophy,INCOLLECTION,NA,,Oxford University Press UK
Seyedsayamdost2015-SEYOGA-2,2015,On Gender and Philosophical Intuition: Failure of Replication and Other Negative Results,"Seyedsayamdost, Hamid",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2014.893288,,NA
Rai2014-RAICAC-3,2014,Corporations Are Cyborgs: Organizations Elicit Anger but Not Sympathy When They Can Think but Cannot Feel,"Rai, Tage, Diermeier, Daniel",Organizational Behavior and Human Decision Processes,NA,ARTICLE,NA,,NA
Andow2013-ANDIIT-4,2013,Intuitions in the Face of Diversity,"Andow, James",NA,NA,THESIS,NA,,NA
Huebner2015-HUETCO-11,2015,The Construction of Philosophical Intuitions,"Huebner, Bryce",Discipline filosofiche.,NA,ARTICLE,10.1400/236774,,Quodlibet
Kamber2013-KAMEPA,2013,"""Experimental Philosophy: An Introduction,"" by Joshua Alexander","Kamber, Richard",Teaching Philosophy,NA,ARTICLE,10.5840/teachphil201336111,,Philosophy Documentation Center
Strannegard2013-STRRAT-3,2013,Reasoning About Truth in First-Order Logic,"Stranneg\a{a}rd, Claes, Engström, Fredrik, Nizamani, Abdul Rahim, Rips, Lance","Journal of Logic, Language and Information",NA,ARTICLE,10.1007/s10849-012-9168-y,,Springer Verlag
Rose2013-ROSTLO-11,2013,The Lesson of Bypassing,"Rose, David, Nichols, Shaun",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-013-0154-3,,Springer Verlag
Rydvall2014-RYDAPE,2014,Are Physicians? Estimations of Future Events Value-Impregnated? Cross-Sectional Study of Double Intentions When Providing Treatment That Shortens a Dying Patient?s Life,"Rydvall, Anders, Juth, Niklas, Sandlund, Mikael, Lynøe, Niels","Medicine, Health Care and Philosophy",NA,ARTICLE,10.1007/s11019-014-9546-0,,Springer Verlag
Myers-Schulz2013-MYEIEQ,2013,Inherent Emotional Quality of Human Speech Sounds,"Myers{-}Schulz, Blake, Pujara, Maia, Wolf, Richard C., Koenigs, Michael",Cognition and Emotion,NA,ARTICLE,10.1080/02699931.2012.754739,,NA
Buckwalter2015-BUCBTT,2015,Belief Through Thick and Thin,"Buckwalter, Wesley, Rose, David, Turri, John",Noûs,NA,ARTICLE,10.1111/nous.12048,,NA
Weijers2014-WEINEM,2014,"Nozick's Experience Machine is Dead, Long Live the Experience Machine!","Weijers, Dan",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.757889,,NA
Reuter2014-REUTGT-2,2014,"The Good, the Bad, and the Timely: How Temporal Order and Moral Judgment Influence Causal Selection","Reuter, Kevin, Kirfel, Lara, van Riel, Raphael, Barlassina, Luca",Frontiers in Psychology,NA,ARTICLE,10.3389/fpsyg.2014.01336,,NA
Lynoe2013-LYNDPC,2013,Does Proficiency Creativity Solve Legal Dilemmas? Experimental Study of Medical Students' Ideas About Death-Causes,"Lynöe, Niels, Juth, Niklas","Medicine, Health Care and Philosophy",NA,ARTICLE,10.1007/s11019-012-9460-2,,Springer Verlag
Bartels2013-BARSG,2013,Selfless Giving,"Bartels, Daniel M., Kvaran, Trevor, Nichols, Shaun",Cognition,NA,ARTICLE,10.1016/j.cognition.2013.07.009,,NA
Sauer2013-SAUCCA,2013,"Chairmen, Cocaine, and Car Crashes: The Knobe Effect as an Attribution Error","Sauer, Hanno, Bates, Tom",The Journal of Ethics,NA,ARTICLE,10.1007/s10892-013-9150-1,,Springer Verlag
Beebe2015-BEETES-2,2015,The Empirical Study of Folk Metaethics,"Beebe, James",Etyka,NA,ARTICLE,10.14394/etyka.486,,NA
Gold2013-GOLYMO,2013,"Your Money or Your Life: Comparing Judgements in Trolley Problems Involving Economic and Emotional Harms, Injury and Death","Gold, Natalie, Pulford, Briony D., Colman, Andrew M.",Economics and Philosophy,NA,ARTICLE,10.1017/s0266267113000205,,Cambridge University Press
Buckwalter2013-BUCGAP,2013,Gender and Philosophical Intuition,"Buckwalter, Wesley, Stich, Stephen",NA,Experimental Philosophy: Volume 2,INCOLLECTION,NA,,Oxford University Press USA
Douven2015-DOUPAT-4,2015,Probabilistic Alternatives to Bayesianism: The Case of Explanationism,"Douven, Igor, Schupbach, Jonah N.",Frontiers in Psychology,NA,ARTICLE,10.3389/fpsyg.2015.00459,,NA
Hassoun2014-HASGJA,2014,Global Justice and Charity: A Brief for a New Approach to Empirical Philosophy,"Hassoun, Nicole",Philosophy Compass,NA,ARTICLE,10.1111/phc3.12177,,NA
McCosh2015-MCCTIO-16,2015,The Intuitions of the Mind Inductively Investigated,"McCosh, James",NA,NA,BOOK,NA,,Palala Press
JohnCollins2015-JOHEPR,2015,"Experimental Philosophy, Rationalism, and Naturalism: Rethinking Philosophical Method",NA,NA,NA,BOOK,NA,,Routledge
Beebe2013-BEEGKE,2013,Gettierized Knobe Effects,"Beebe, James R., Shea, Joseph",Episteme,NA,ARTICLE,10.1017/epi.2013.23,,Edinburgh University Press
Strandberg2013-STRIMI,2013,Is Moral Internalism Supported by Folk Intuitions?,"Strandberg, Caj, Björklund, Fredrik",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2012.667622,,Taylor \& Francis
Roversi2013-ROVAMI,2013,A Marriage is an Artefact and Not a Walk That We Take Together: An Experimental Study on the Categorization of Artefacts,"Roversi, Corrado, Borghi, Anna M., Tummolini, Luca",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-013-0150-7,,Springer Verlag
Corradini2014-CORMIT-3,2014,Experimental Ethics - a Critical Analysis,"Corradini, Antonella",NA,Morality in Times of Naturalising the Mind,INCOLLECTION,NA,,De Gruyter
Boyd2014-BOYTRO-2,2014,The Reliability of Epistemic Intuitions,"Boyd, Kenneth, Nagel, Jennifer",NA,Current Controversies in Experimental Philosophy,INCOLLECTION,NA,,Routledge
Sato2015-SATHDC,2015,How Diagrams Can Support Syllogistic Reasoning: An Experimental Study,"Sato, Yuri, Mineshima, Koji","Journal of Logic, Language and Information",NA,ARTICLE,10.1007/s10849-015-9225-4,,Springer Netherlands
Tanyi2014-TANCAI,2014,Consequentialism and its Demands: A Representative Study,"Tanyi, Attila, Bruder, Martin",Journal of Value Inquiry,NA,ARTICLE,10.1007/s10790-014-9418-0,,Springer Verlag
Haukioja2015-HAUAIE,2015,Advances in Experimental Philosophy of Language,NA,NA,NA,BOOK,NA,,Bloomsbury Academic
Murphy2014-MUREP,2014,Experimental Philosophy: 1935-1965,"Murphy, Taylor",NA,"Oxford Studies in Experimental Philosophy, Volume 1",INCOLLECTION,NA,,Oxford University Press UK
Marti2014-MARRAE-13,2014,Reference and Experimental Semantics,"Marti, Genoveva",NA,Current Controversies in Experimental Philosophy,INCOLLECTION,NA,,Routledge
Nagel2013-NAGDTE,2013,Defending the Evidential Value of Epistemic Intuitions: A Reply to Stich,"Nagel, Jennifer",Philosophy and Phenomenological Research,NA,ARTICLE,10.1111/phpr.12008,,Wiley-Blackwell
Wright2014-WRITCM,2014,The Cognitive Mechanisms of Intolerance,"Wright, Jennifer C., McWhite, Cullen B., Grandjean, Piper T.",NA,"Oxford Studies in Experimental Philosophy, Volume 1",INCOLLECTION,NA,,Oxford University Press UK
Tahat2014-TAHTEA,2014,The Ethical Attitudes of Information Technology Professionals: A Comparative Study Between the Usa and the Middle East,"Tahat, Luay, Elian, Mohammad I., Sawalha, Nabeel N., Al{-}Shaikh, Fuad N.",Ethics and Information Technology,NA,ARTICLE,10.1007/s10676-014-9349-2,,Springer Verlag
Higgins2014-HIGICI,2014,Interdisciplinary Collaboration in Philosophy,"Higgins, Andrew, Dyschkant, Alexis",Metaphilosophy,NA,ARTICLE,10.1111/meta.12091,,NA
Tobia2015-TOBPMA,2015,Philosophical Method and Intuitions as Assumptions,"Tobia, Kevin Patrick",Metaphilosophy,NA,ARTICLE,10.1111/meta.12157,,NA
Atkinson2015-ATKABG,2015,Are Big Gods a Big Deal in the Emergence of Big Groups?,"Atkinson, Quentin D., Latham, Andrew J., Watts, Joseph","Religion, Brain and Behavior",NA,ARTICLE,NA,,NA
Sagi2014-SAGICA,2014,"Identity, Causality, and Pronoun Ambiguity","Sagi, Eyal, Rips, Lance J.",Topics in Cognitive Science,NA,ARTICLE,10.1111/tops.12105,,NA
Weinberg2015-WEITMN,2015,The Methodological Necessity of Experimental Philosophy,"Weinberg, Jonathan M.",Discipline Filosofiche,NA,ARTICLE,10.1400/236772,,Quodlibet
Grajner2015-GRAGEP-2,2015,"Gedankenexperimente, Experimentelle Philosophie Und Philosophische Expertise","Grajner, Martin",Jahrbuch der Ethik Und Didaktik der Philosophie,NA,ARTICLE,NA,,NA
Rust2013-RUSEAN-3,2013,"Ethicists' and Nonethicists' Responsiveness to Student e-Mails: Relationships Among Expressed Normative Attitude, Self-Described Behavior, and Empirically Observed Behavior","Rust, Joshua, Schwitzgebel, Eric",Metaphilosophy,NA,ARTICLE,10.1111/meta.12033,,NA
Feltz2013-FELPAP-2,2013,Pereboom and Premises: Asking the Right Questions in the Experimental Philosophy of Free Will,"Feltz, Adam",Consciousness and Cognition,NA,ARTICLE,10.1016/j.concog.2012.11.007,,Elsevier
Stuart2015-STUPCA,2015,Philosophical Conceptual Analysis as an Experimental Method,"Stuart, Michael T.",NA,"Meaning, Frames, and Conceptual Representation",INCOLLECTION,NA,,Düsseldorf University Press
Railton2014-RAITAD,2014,The Affective Dog and its Rational Tale: Intuition and Attunement,"Railton, Peter",Ethics,NA,ARTICLE,10.1086/675876,,NA
Fair2015-FAISIT-6,2015,Socrates in the Schools From Scotland to Texas: Replicating a Study on the Effects of a Philosophy for Children Program,"Fair, Frank, Haas, Lory E., Gardosik, Carol, Johnson, Daphne D., Price, Debra P., Leipnik, Olena",Journal of Philosophy in Schools,NA,ARTICLE,10.21913/jps.v2i1.1100,,Ubiquity Press
Peressini2014-PERBTC,2014,Blurring Two Conceptions of Subjective Experience: Folk Versus Philosophical Phenomenality,"Peressini, Anthony F.",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.793150,,e-Publications?Marquette
DiNucci2014-DINTAD,2014,Trolleys and Double Effect in Experimental Ethics,"Nucci, Ezio Di",NA,Experimental Ethics: Toward an Empirical Moral Philosophy,INCOLLECTION,NA,,Palgrave-Macmillan
Knobe2015-KNOPAD,2015,Philosophers Are Doing Something Different Now: Quantitative Data,"Knobe, Joshua",Cognition,NA,ARTICLE,10.1016/j.cognition.2014.11.011,,NA
Rose2013-ROSTMB,2013,In Defense of a Broad Conception of Experimental Philosophy,"Rose, David, Danks, David",Metaphilosophy,NA,ARTICLE,10.1111/meta.12045,,Wiley-Blackwell
OBrien2015-OBRSEA,2015,Side Effects and Asymmetry in Act-Type Attribution,"O'Brien, Lilian",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2014.968917,,NA
Overton2013-OVEEIS,2013,?Explain? in Scientific Discourse,"Overton, James A.",Synthese,NA,ARTICLE,10.1007/s11229-012-0109-8,,Springer Verlag
FreyrThorsteinsson2015-FREEPA-5,2015,Experimental Philosophy and the Importance of Intuitions in the Philosophy of Language,"Thorsteinsson, Huginn Freyr",Discipline filosofiche.,NA,ARTICLE,10.1400/236781,,Quodlibet
Schroer2013-SCHTPP-4,2013,Two Potential Problems with Philosophical Intuitions: Muddled Intuitions and Biased Intuitions,"Schroer, Jeanine Weekes, Schroer, Robert",Philosophia,NA,ARTICLE,10.1007/s11406-013-9465-y,,Springer Verlag
Chemla2015-CHEPMJ,2015,Predicting Moral Judgments From Causal Judgments,"Chemla, Emmanuel, Egré, Paul, Schlenker, Philippe",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.863145,,NA
Mele2014-MELFWA-4,2014,Free Will and Substance Dualism: The Real Scientific Threat to Free Will?,"Mele, Alfred",NA,"Moral Psychology, Vol. 4",INCOLLECTION,NA,,MIT Press
doCarmo2015-DAVACT-13,2015,A Companion to Naturalism,NA,NA,NA,BOOK,NA,,NEPFIL
Rose2013-ROSKED,2013,Knowledge Entails Dispositional Belief,"Rose, David, Schaffer, Jonathan",Philosophical Studies,NA,ARTICLE,10.1007/s11098-012-0052-z,,Springer Verlag
Fitzpatrick2014-FITMRM,2014,"Moral Realism, Moral Disagreement, and Moral Psychology","Fitzpatrick, Simon",Philosophical Papers,NA,ARTICLE,10.1080/05568641.2014.932953,,NA
Beebe2014-BEEHDK,2014,How Different Kinds of Disagreement Impact Folk Metaethical Judgments,"Beebe, James R.",NA,Advances in Experimental Moral Psychology,INCOLLECTION,NA,,Bloomsbury Academic
Maynes2015-MAYIIE,2015,Interpreting Intuition: Experimental Philosophy of Language,"Maynes, Jeffrey",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.815987,,NA
Turri2015-TURTTA-5,2015,The Truth About Lying,"Turri, Angelo, Turri, John",Cognition,NA,ARTICLE,10.1016/j.cognition.2015.01.007,,NA
Alexander2014-ALESAE-2,2014,Salience and Epistemic Egocentrism: An Empirical Study,"Alexander, Joshua, Gonnerman, Chad, Waterman, John",NA,Advances in Experimental Epistemology,INCOLLECTION,NA,,Bloomsbury Academic
Knobe2014-KNOFWA-2,2014,Free Will and the Scientific Vision,"Knobe, Joshua",NA,Current Controversies in Experimental Philosophy,INCOLLECTION,NA,,Routledge
Knobe2013-KNODCC,2013,Dual Character Concepts and the Normative Dimension of Conceptual Representation,"Knobe, Joshua, Prasada, Sandeep, Newman, George",Cognition,NA,ARTICLE,10.1016/j.cognition.2013.01.005,,NA
Kahan2015-KAHLOC,2015,Laws of Cognition and the Cognition of Law,"Kahan, Dan M.",Cognition,NA,ARTICLE,10.1016/j.cognition.2014.11.025,,NA
Gorin2013-GORWMA,2013,What Makes an Intuition a Compatibilist Intuition? A Response to Sripada,"Gorin, Moti",Philosophia,NA,ARTICLE,10.1007/s11406-013-9446-1,,Springer Verlag
Newman2014-NEWAAM-2,2014,Are Artworks More Like People Than Artifacts? Individual Concepts and Their Extensions,"Newman, George E., Bartels, Daniel M., Smith, Rosanna K.",Topics in Cognitive Science,NA,ARTICLE,10.1111/tops.12111,,NA
Jenkins2014-JENTNB,2014,The Neural Bases of Directed and Spontaneous Mental State Attributions to Group Agents,"Jenkins, Anna, Dodell{-}Feder, David, Saxe, Rebecca, Knobe, Joshua",PLoS ONE,NA,ARTICLE,NA,,NA
Sytsma2015-SYTRIT,2015,Reference in the Land of the Rising Sun: A Cross-Cultural Study on the Reference of Proper Names,"Sytsma, Justin, Livengood, Jonathan, Sato, Ryoji, Oguchi, Mineki",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-014-0206-3,,Springer Netherlands
Gray2015-GRAPTA-5,2015,"Philosophy: Traditional and Experimental Readings, Ed. Fritz Allhoff, Ron Mallon, and Shaun Nichols","Gray, Robert L.",Teaching Philosophy,NA,ARTICLE,10.5840/teachphil201538236,,NA
Feltz2015-FELAET,2015,An Error Theory for Compatibilist Intuitions,"Feltz, Adam, Millan, Melissa",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.865513,,NA
Cappelen2014-CAPXWI,2014,X-Phi Without Intuitions?,"Cappelen, Herman",NA,Intuitions,INCOLLECTION,NA,,Oxford University Press UK
Polczyk2013-POLPET,2013,Promoting Eyewitness Testimony Quality: Warning Vs. Reinforced Self-Affirmation as Methods of Reduction of the Misinformation Effect,"Polczyk, Romuald, Szpitalak, Malwina",Polish Psychological Bulletin,NA,ARTICLE,10.2478/ppb-2013-0009,,Versita
Leben2015-LEBPTI,2015,Pushing the Intuitions Behind Moral Internalism,"Leben, Derek, Wilckens, Kristine",Philosophical Psychology,NA,ARTICLE,10.1080/09515089.2013.867584,,NA
Cova2015-COVEPO,2015,Experimental Philosophy of Aesthetics,"Cova, Florian, Garcia, Amanda, Liao, Shen{-}yi",Philosophy Compass,NA,ARTICLE,10.1111/phc3.12271,,NA
VanDoorn2014-VANCYT,2014,Can You Tickle Yourself If You Swap Bodies with Someone Else?,"Doorn, George Van, Hohwy, Jakob, Symmons, Mark",Consciousness and Cognition,NA,ARTICLE,10.1016/j.concog.2013.10.009,,Elsevier
Turri2014-TURTPO-17,2014,The Problem of Esee Knowledge,"Turri, John",Ergo: An Open Access Journal of Philosophy,NA,ARTICLE,NA,,"Mi: Michigan Publishing, University of Michigan Library"
Nagel2013-NAGLDO,2013,Lay Denial of Knowledge for Justified True Beliefs,"Nagel, Jennifer, Juan, Valerie San, Mar, Raymond A.",Cognition,NA,ARTICLE,10.1016/j.cognition.2013.02.008,,NA
Rose2014-ROSTSO-53,2014,The Ship of Theseus Puzzle,"Rose, David, Machery, Edouard, Stich, Stephen, Alai, Mario, Angelucci, Adriano, Berniūnas, Renatas, Buchtel, Emma E., Chatterjee, Amita, Cheon, Hyundeuk, Cho, In{-}Rae, Cohnitz, Daniel, Cova, Florian, Dranseika, Vilius, Lagos, Angeles Eraña, Ghadakpour, Laleh, Grinberg, Maurice, Hannikainen, Ivar, Hashimoto, Takaaki, Horowitz, Amir, Hristova, Evgeniya, Jraissati, Yasmina, Kadreva, Veselina, Karasawa, Kaori, Kim, Hackjin, Kim, Yeonjeong, Lee, Min{-}Woo, Mauro, Carlos, Mizumoto, Masaharu, Moruzzi, Sebastiano, Olivola, Christopher Y., Ornelas, Jorge, Osimani, Barbara, Rosas, Alejandro, Romero, Carlos, Sangoi, Massimo, Sereni, Andrea, Songhorian, Sarah, Sousa, Paulo, Struchiner, Noel, Tripodi, Vera, Usui, Naoki, Mercado, Alejandro Vázquez Del Vázquez Del, Volpe, Giorgio, Vosgerichian, Hrag A., Zhang, Xueyi, Zhu, Jing",NA,"Oxford Studies in Experimental Philosophy, Volume 1",INCOLLECTION,NA,,Oxford University Press UK
Nadelhoffer2013-NADFRA,2013,Folk Retributivism and the Communication Confound,"Nadelhoffer, Thomas, Heshmati, Saeideh, Kaplan, Deanna, Nichols, Shaun",Economics and Philosophy,NA,ARTICLE,10.1017/s0266267113000217,,Cambridge University Press
Breuer2015-BREJAE,2015,Joshua Alexander: Experimental Philosophy: An Introduction. Cambridge: Polity 2012. Isbn-13: 978-0-7456-4918-4; 154 Pages,"Breuer, Marcos G.",History of Philosophy \& Logical Analysis,NA,ARTICLE,10.30965/26664275-01801018,,Brill Deutschland
Hansen2013-HANEOC,2013,Experimenting on Contextualism,"Hansen, Nat, Chemla, Emmanuel",Mind and Language,NA,ARTICLE,10.1111/j.1468-0017.2013.12019.x,,Wiley-Blackwell
Paul2015-PAUDCS,2015,Does Cognitive Science of Religion Undermine Religious Belief?,"Paul, Rezkalla",\CYRF\cyri\cyrl\cyro\cyrs\cyro\cyrf\cyri\cyrya \CYRI \CYRK\cyro\cyrs\cyrm\cyro\cyrl\cyro\cyrg\cyri\cyrya,NA,ARTICLE,NA,,International Society of Philosophy and Cosmology
Rose2015-ROSPTF,2015,Persistence Through Function Preservation,"Rose, David",Synthese,NA,ARTICLE,10.1007/s11229-014-0555-6,,Springer Nature
Paprzycka2015-PAPTOA-2,2015,The Omissions Account of the Knobe Effect and the Asymmetry Challenge,"Paprzycka, Katarzyna",Mind and Language,NA,ARTICLE,10.1111/mila.12090,,Blackwell
Weinberg2014-WEITPO-57,2014,The Promise of Experimental Philosophy and the Inference to Signal,"Weinberg, Jonathan",NA,Advances in Experimental Epistemology,INCOLLECTION,NA,,Bloomsbury Academic
Angelina2013-HAWWMM,2013,Whose Mind Matters More: The Moral Agent or the Artist? The Role of Intent in Ethics and Aesthetics,"Angelina, Hawley{-}Dolan, Liane, Young",PLoS ONE,NA,ARTICLE,NA,,"Escholarship, University of California"
Todayama2015-TODWIE-2,2015,What is Experimental Philosophy of Mathematics?,"Todayama, Kazuhisa",Annals of the Japan Association for Philosophy of Science,NA,ARTICLE,10.4288/jafpos.23.0\_53,,J-Stage
Doucet2014-DOUNWO,2014,"Non-Psychological Weakness of Will: Self-Control, Stereotypes, and Consequences","Doucet, Mathieu, Turri, John",Synthese,NA,ARTICLE,10.1007/s11229-014-0508-0,,Springer Verlag
Arvan2013-ARVBNF,2013,Bad News for Conservatives? Moral Judgments and the Dark Triad Personality Traits: A Correlational Study,"Arvan, Marcus",Neuroethics,NA,ARTICLE,10.1007/s12152-011-9140-6,,Springer Verlag
Deery2013-DEEEPA,2013,Experimental Philosophy: An Introduction,"Deery, Oisín",International Journal of Philosophical Studies,NA,ARTICLE,10.1080/09672559.2013.857815,,Routledge
Sommers2014-SOMFWA-2,2014,Free Will and Experimental Philosophy: An Intervention,"Sommers, Tamler",NA,Handbook on Neuroethics,INCOLLECTION,NA,,Springer
Jansen2013-JANEPC,2013,"Experimental Philosophy, Clinical Intentions, and Evaluative Judgment","Jansen, Lynn A., Fogel, Jessica S., Brubaker, Mark",Cambridge Quarterly of Healthcare Ethics,NA,ARTICLE,10.1017/s0963180112000503,,Cambridge University Press
Andow2015-ANDEMP,2015,Expecting Moral Philosophers to Be Reliable,"Andow, James",Dialectica,NA,ARTICLE,10.1111/1746-8361.12092,,Wiley
Barnard2013-BARTCA-9,2013,"Truth, Correspondence, and Gender","Barnard, Robert, Ulatowski, Joseph",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-013-0155-2,,Springer Verlag
Shepard2013-SHEIEJ,2013,"Intentionality, Evaluative Judgments, and Causal Structure","Shepard, Jason, Phillip, Wolff",Proceedings of the 35th Annual Conference of the Cognitive Science Society,NA,ARTICLE,NA,,NA
Cohnitz2015-COHTMO-14,2015,The Metaphilosophy of Language,"Cohnitz, Daniel",NA,Advances in Experimental Philosophy of Language,INCOLLECTION,NA,,Bloomsbury Academic
Mukerji2015-MUKEE,2015,Experimentelle Ethik,"Mukerji, Nikil",NA,Philosophie und Ethik - Band 2: Disziplinen und Themen,INCOLLECTION,NA,,UTB
Barrett2013-BARSCG,2013,"Should Csr Give Atheists Epistemic Assurance? On Beer-Goggles, Bffs, and Skepticism Regarding Religious Beliefs","Barrett, Justin L., Church, Ian M.",The Monist,NA,ARTICLE,10.5840/monist201396314,,The Hegeler Institute
DeBrigard2013-DEBTEO-6,2013,The Effect of What We Think May Happen on Our Judgments of Responsibility,"Brigard, Felipe De, Brady, William J.",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-013-0133-8,,Springer Verlag
Woodward2014-WOOCRP,2014,Causal Reasoning: Philosophy and Experiment,"Woodward, James",NA,NA,UNPUBLISHED,NA,,NA
Sarkissian2014-WRIAIE,2014,Advances in Experimental Moral Psychology,"Sarkissian, Hagop, Wright, Jennifer Cole",NA,NA,BOOK,NA,,Bloomsbury Academic
Nahmias2014-NAHIOI,2014,It?s Ok If ?My Brain Made Me Do It?: People?s Intuitions About Free Will and Neuroscientific Prediction,"Nahmias, Eddy, Shepard, Jason, Reuter, Shane",Cognition,NA,ARTICLE,10.1016/j.cognition.2014.07.009,,NA
Snow2013-SNOMYL-2,2013,?May You Live in Interesting Times?: Moral Philosophy and Empirical Psychology [Review of \emph{the Moral Psychology Handbook}{]},"Snow, Nancy E.",NA,NA,UNPUBLISHED,NA,,e-Publications?Marquette
Otte2015-OTTEPR,2015,"Experimental Philosophy, Robert Kane, and the Concept of Free Will","Otte, J. Neil",Journal of Cognition and Neuroethics,NA,ARTICLE,NA,,NA
Pierce2013-PIEGRA,2013,Glasgow's Race Antirealism: Experimental Philosophy and Thought Experiments,"Pierce, Jeremy",Journal of Social Philosophy,NA,ARTICLE,10.1111/josp.12020,,NA
Gao2015-GAOROJ,2015,Advances in Experimental Epistemology,"Gao, Jie",International Studies in the Philosophy of Science,NA,ARTICLE,10.1080/02698595.2015.1071554,,Routledge
Maynes2013-MAYLI,2013,Linguistic Intuitions,"Maynes, Jeffrey, Gross, Steven",Philosophy Compass,NA,ARTICLE,10.1111/phc3.12052,,NA
Beebe2015-BEEMOI,2015,?Moral Objectivism in Cross-Cultural Perspective?,"Beebe, James, Qiaoan, Runya, Wysocki, Tomasz, Endara, Miguel A.",Journal of Cognition and Culture,NA,ARTICLE,10.1163/15685373-12342157,,Brill Academic Publishers
Fitzpatrick2014-FITDBT,2014,Distinguishing Between Three Versions of the Doctrine of Double Effect Hypothesis in Moral Psychology,"Fitzpatrick, Simon",Review of Philosophy and Psychology,NA,ARTICLE,10.1007/s13164-014-0192-5,,Springer Verlag
